Date,DateKey,Year,Quarter,MonthNum,Month,FiscalYear,FiscalQuarter,FiscalMonthNum,FiscalMonth,MonthYear,MonthYearLong,MonthYearNum,WeekdayNum,Weekday,WeekdayWeekend
30-10-2015 00:00,20151030,2015,Q4,10,Oct,FY2016,FQ2,4,Oct,Oct-15,Oct-2015,201510,6,Fri,Weekday
31-10-2015 00:00,20151031,2015,Q4,10,Oct,FY2016,FQ2,4,Oct,Oct-15,Oct-2015,201510,7,Sat,Weekend
01-11-2015 00:00,20151101,2015,Q4,11,Nov,FY2016,FQ2,5,Nov,Nov-15,Nov-2015,201511,1,Sun,Weekend
02-11-2015 00:00,20151102,2015,Q4,11,Nov,FY2016,FQ2,5,Nov,Nov-15,Nov-2015,201511,2,Mon,Weekday
03-11-2015 00:00,20151103,2015,Q4,11,Nov,FY2016,FQ2,5,Nov,Nov-15,Nov-2015,201511,3,Tue,Weekday
28-05-2015 00:00,20150528,2015,Q2,5,May,FY2015,FQ4,11,May,May-15,May-2015,201505,5,Thu,Weekday
29-05-2015 00:00,20150529,2015,Q2,5,May,FY2015,FQ4,11,May,May-15,May-2015,201505,6,Fri,Weekday
30-05-2015 00:00,20150530,2015,Q2,5,May,FY2015,FQ4,11,May,May-15,May-2015,201505,7,Sat,Weekend
31-05-2015 00:00,20150531,2015,Q2,5,May,FY2015,FQ4,11,May,May-15,May-2015,201505,1,Sun,Weekend
01-06-2015 00:00,20150601,2015,Q2,6,Jun,FY2015,FQ4,12,Jun,Jun-15,Jun-2015,201506,2,Mon,Weekday
02-06-2015 00:00,20150602,2015,Q2,6,Jun,FY2015,FQ4,12,Jun,Jun-15,Jun-2015,201506,3,Tue,Weekday
03-06-2015 00:00,20150603,2015,Q2,6,Jun,FY2015,FQ4,12,Jun,Jun-15,Jun-2015,201506,4,Wed,Weekday
04-06-2015 00:00,20150604,2015,Q2,6,Jun,FY2015,FQ4,12,Jun,Jun-15,Jun-2015,201506,5,Thu,Weekday
05-06-2015 00:00,20150605,2015,Q2,6,Jun,FY2015,FQ4,12,Jun,Jun-15,Jun-2015,201506,6,Fri,Weekday
06-06-2015 00:00,20150606,2015,Q2,6,Jun,FY2015,FQ4,12,Jun,Jun-15,Jun-2015,201506,7,Sat,Weekend
07-06-2015 00:00,20150607,2015,Q2,6,Jun,FY2015,FQ4,12,Jun,Jun-15,Jun-2015,201506,1,Sun,Weekend
08-06-2015 00:00,20150608,2015,Q2,6,Jun,FY2015,FQ4,12,Jun,Jun-15,Jun-2015,201506,2,Mon,Weekday
09-06-2015 00:00,20150609,2015,Q2,6,Jun,FY2015,FQ4,12,Jun,Jun-15,Jun-2015,201506,3,Tue,Weekday
10-06-2015 00:00,20150610,2015,Q2,6,Jun,FY2015,FQ4,12,Jun,Jun-15,Jun-2015,201506,4,Wed,Weekday
23-06-2015 00:00,20150623,2015,Q2,6,Jun,FY2015,FQ4,12,Jun,Jun-15,Jun-2015,201506,3,Tue,Weekday
24-06-2015 00:00,20150624,2015,Q2,6,Jun,FY2015,FQ4,12,Jun,Jun-15,Jun-2015,201506,4,Wed,Weekday
25-06-2015 00:00,20150625,2015,Q2,6,Jun,FY2015,FQ4,12,Jun,Jun-15,Jun-2015,201506,5,Thu,Weekday
26-06-2015 00:00,20150626,2015,Q2,6,Jun,FY2015,FQ4,12,Jun,Jun-15,Jun-2015,201506,6,Fri,Weekday
27-06-2015 00:00,20150627,2015,Q2,6,Jun,FY2015,FQ4,12,Jun,Jun-15,Jun-2015,201506,7,Sat,Weekend
28-06-2015 00:00,20150628,2015,Q2,6,Jun,FY2015,FQ4,12,Jun,Jun-15,Jun-2015,201506,1,Sun,Weekend
29-06-2015 00:00,20150629,2015,Q2,6,Jun,FY2015,FQ4,12,Jun,Jun-15,Jun-2015,201506,2,Mon,Weekday
30-06-2015 00:00,20150630,2015,Q2,6,Jun,FY2015,FQ4,12,Jun,Jun-15,Jun-2015,201506,3,Tue,Weekday
01-07-2015 00:00,20150701,2015,Q3,7,Jul,FY2016,FQ1,1,Jul,Jul-15,Jul-2015,201507,4,Wed,Weekday
02-07-2015 00:00,20150702,2015,Q3,7,Jul,FY2016,FQ1,1,Jul,Jul-15,Jul-2015,201507,5,Thu,Weekday
03-07-2015 00:00,20150703,2015,Q3,7,Jul,FY2016,FQ1,1,Jul,Jul-15,Jul-2015,201507,6,Fri,Weekday
04-07-2015 00:00,20150704,2015,Q3,7,Jul,FY2016,FQ1,1,Jul,Jul-15,Jul-2015,201507,7,Sat,Weekend
05-07-2015 00:00,20150705,2015,Q3,7,Jul,FY2016,FQ1,1,Jul,Jul-15,Jul-2015,201507,1,Sun,Weekend
06-07-2015 00:00,20150706,2015,Q3,7,Jul,FY2016,FQ1,1,Jul,Jul-15,Jul-2015,201507,2,Mon,Weekday
07-07-2015 00:00,20150707,2015,Q3,7,Jul,FY2016,FQ1,1,Jul,Jul-15,Jul-2015,201507,3,Tue,Weekday
08-07-2015 00:00,20150708,2015,Q3,7,Jul,FY2016,FQ1,1,Jul,Jul-15,Jul-2015,201507,4,Wed,Weekday
09-07-2015 00:00,20150709,2015,Q3,7,Jul,FY2016,FQ1,1,Jul,Jul-15,Jul-2015,201507,5,Thu,Weekday
10-07-2015 00:00,20150710,2015,Q3,7,Jul,FY2016,FQ1,1,Jul,Jul-15,Jul-2015,201507,6,Fri,Weekday
11-07-2015 00:00,20150711,2015,Q3,7,Jul,FY2016,FQ1,1,Jul,Jul-15,Jul-2015,201507,7,Sat,Weekend
12-07-2015 00:00,20150712,2015,Q3,7,Jul,FY2016,FQ1,1,Jul,Jul-15,Jul-2015,201507,1,Sun,Weekend
13-07-2015 00:00,20150713,2015,Q3,7,Jul,FY2016,FQ1,1,Jul,Jul-15,Jul-2015,201507,2,Mon,Weekday
14-07-2015 00:00,20150714,2015,Q3,7,Jul,FY2016,FQ1,1,Jul,Jul-15,Jul-2015,201507,3,Tue,Weekday
15-07-2015 00:00,20150715,2015,Q3,7,Jul,FY2016,FQ1,1,Jul,Jul-15,Jul-2015,201507,4,Wed,Weekday
16-07-2015 00:00,20150716,2015,Q3,7,Jul,FY2016,FQ1,1,Jul,Jul-15,Jul-2015,201507,5,Thu,Weekday
17-07-2015 00:00,20150717,2015,Q3,7,Jul,FY2016,FQ1,1,Jul,Jul-15,Jul-2015,201507,6,Fri,Weekday
18-07-2015 00:00,20150718,2015,Q3,7,Jul,FY2016,FQ1,1,Jul,Jul-15,Jul-2015,201507,7,Sat,Weekend
19-07-2015 00:00,20150719,2015,Q3,7,Jul,FY2016,FQ1,1,Jul,Jul-15,Jul-2015,201507,1,Sun,Weekend
20-07-2015 00:00,20150720,2015,Q3,7,Jul,FY2016,FQ1,1,Jul,Jul-15,Jul-2015,201507,2,Mon,Weekday
21-07-2015 00:00,20150721,2015,Q3,7,Jul,FY2016,FQ1,1,Jul,Jul-15,Jul-2015,201507,3,Tue,Weekday
22-07-2015 00:00,20150722,2015,Q3,7,Jul,FY2016,FQ1,1,Jul,Jul-15,Jul-2015,201507,4,Wed,Weekday
23-07-2015 00:00,20150723,2015,Q3,7,Jul,FY2016,FQ1,1,Jul,Jul-15,Jul-2015,201507,5,Thu,Weekday
24-07-2015 00:00,20150724,2015,Q3,7,Jul,FY2016,FQ1,1,Jul,Jul-15,Jul-2015,201507,6,Fri,Weekday
25-07-2015 00:00,20150725,2015,Q3,7,Jul,FY2016,FQ1,1,Jul,Jul-15,Jul-2015,201507,7,Sat,Weekend
26-07-2015 00:00,20150726,2015,Q3,7,Jul,FY2016,FQ1,1,Jul,Jul-15,Jul-2015,201507,1,Sun,Weekend
27-07-2015 00:00,20150727,2015,Q3,7,Jul,FY2016,FQ1,1,Jul,Jul-15,Jul-2015,201507,2,Mon,Weekday
28-07-2015 00:00,20150728,2015,Q3,7,Jul,FY2016,FQ1,1,Jul,Jul-15,Jul-2015,201507,3,Tue,Weekday
29-07-2015 00:00,20150729,2015,Q3,7,Jul,FY2016,FQ1,1,Jul,Jul-15,Jul-2015,201507,4,Wed,Weekday
30-07-2015 00:00,20150730,2015,Q3,7,Jul,FY2016,FQ1,1,Jul,Jul-15,Jul-2015,201507,5,Thu,Weekday
24-11-2014 00:00,20141124,2014,Q4,11,Nov,FY2015,FQ2,5,Nov,Nov-14,Nov-2014,201411,2,Mon,Weekday
25-11-2014 00:00,20141125,2014,Q4,11,Nov,FY2015,FQ2,5,Nov,Nov-14,Nov-2014,201411,3,Tue,Weekday
26-11-2014 00:00,20141126,2014,Q4,11,Nov,FY2015,FQ2,5,Nov,Nov-14,Nov-2014,201411,4,Wed,Weekday
27-11-2014 00:00,20141127,2014,Q4,11,Nov,FY2015,FQ2,5,Nov,Nov-14,Nov-2014,201411,5,Thu,Weekday
28-11-2014 00:00,20141128,2014,Q4,11,Nov,FY2015,FQ2,5,Nov,Nov-14,Nov-2014,201411,6,Fri,Weekday
29-11-2014 00:00,20141129,2014,Q4,11,Nov,FY2015,FQ2,5,Nov,Nov-14,Nov-2014,201411,7,Sat,Weekend
30-11-2014 00:00,20141130,2014,Q4,11,Nov,FY2015,FQ2,5,Nov,Nov-14,Nov-2014,201411,1,Sun,Weekend
01-12-2014 00:00,20141201,2014,Q4,12,Dec,FY2015,FQ2,6,Dec,Dec-14,Dec-2014,201412,2,Mon,Weekday
02-12-2014 00:00,20141202,2014,Q4,12,Dec,FY2015,FQ2,6,Dec,Dec-14,Dec-2014,201412,3,Tue,Weekday
03-12-2014 00:00,20141203,2014,Q4,12,Dec,FY2015,FQ2,6,Dec,Dec-14,Dec-2014,201412,4,Wed,Weekday
04-12-2014 00:00,20141204,2014,Q4,12,Dec,FY2015,FQ2,6,Dec,Dec-14,Dec-2014,201412,5,Thu,Weekday
05-12-2014 00:00,20141205,2014,Q4,12,Dec,FY2015,FQ2,6,Dec,Dec-14,Dec-2014,201412,6,Fri,Weekday
12-01-2015 00:00,20150112,2015,Q1,1,Jan,FY2015,FQ3,7,Jan,Jan-15,Jan-2015,201501,2,Mon,Weekday
13-01-2015 00:00,20150113,2015,Q1,1,Jan,FY2015,FQ3,7,Jan,Jan-15,Jan-2015,201501,3,Tue,Weekday
14-01-2015 00:00,20150114,2015,Q1,1,Jan,FY2015,FQ3,7,Jan,Jan-15,Jan-2015,201501,4,Wed,Weekday
15-01-2015 00:00,20150115,2015,Q1,1,Jan,FY2015,FQ3,7,Jan,Jan-15,Jan-2015,201501,5,Thu,Weekday
16-01-2015 00:00,20150116,2015,Q1,1,Jan,FY2015,FQ3,7,Jan,Jan-15,Jan-2015,201501,6,Fri,Weekday
17-01-2015 00:00,20150117,2015,Q1,1,Jan,FY2015,FQ3,7,Jan,Jan-15,Jan-2015,201501,7,Sat,Weekend
18-01-2015 00:00,20150118,2015,Q1,1,Jan,FY2015,FQ3,7,Jan,Jan-15,Jan-2015,201501,1,Sun,Weekend
19-01-2015 00:00,20150119,2015,Q1,1,Jan,FY2015,FQ3,7,Jan,Jan-15,Jan-2015,201501,2,Mon,Weekday
20-01-2015 00:00,20150120,2015,Q1,1,Jan,FY2015,FQ3,7,Jan,Jan-15,Jan-2015,201501,3,Tue,Weekday
21-01-2015 00:00,20150121,2015,Q1,1,Jan,FY2015,FQ3,7,Jan,Jan-15,Jan-2015,201501,4,Wed,Weekday
22-01-2015 00:00,20150122,2015,Q1,1,Jan,FY2015,FQ3,7,Jan,Jan-15,Jan-2015,201501,5,Thu,Weekday
23-01-2015 00:00,20150123,2015,Q1,1,Jan,FY2015,FQ3,7,Jan,Jan-15,Jan-2015,201501,6,Fri,Weekday
24-01-2015 00:00,20150124,2015,Q1,1,Jan,FY2015,FQ3,7,Jan,Jan-15,Jan-2015,201501,7,Sat,Weekend
25-01-2015 00:00,20150125,2015,Q1,1,Jan,FY2015,FQ3,7,Jan,Jan-15,Jan-2015,201501,1,Sun,Weekend
26-01-2015 00:00,20150126,2015,Q1,1,Jan,FY2015,FQ3,7,Jan,Jan-15,Jan-2015,201501,2,Mon,Weekday
27-01-2015 00:00,20150127,2015,Q1,1,Jan,FY2015,FQ3,7,Jan,Jan-15,Jan-2015,201501,3,Tue,Weekday
28-01-2015 00:00,20150128,2015,Q1,1,Jan,FY2015,FQ3,7,Jan,Jan-15,Jan-2015,201501,4,Wed,Weekday
29-01-2015 00:00,20150129,2015,Q1,1,Jan,FY2015,FQ3,7,Jan,Jan-15,Jan-2015,201501,5,Thu,Weekday
30-01-2015 00:00,20150130,2015,Q1,1,Jan,FY2015,FQ3,7,Jan,Jan-15,Jan-2015,201501,6,Fri,Weekday
31-01-2015 00:00,20150131,2015,Q1,1,Jan,FY2015,FQ3,7,Jan,Jan-15,Jan-2015,201501,7,Sat,Weekend
01-02-2015 00:00,20150201,2015,Q1,2,Feb,FY2015,FQ3,8,Feb,Feb-15,Feb-2015,201502,1,Sun,Weekend
02-02-2015 00:00,20150202,2015,Q1,2,Feb,FY2015,FQ3,8,Feb,Feb-15,Feb-2015,201502,2,Mon,Weekday
03-02-2015 00:00,20150203,2015,Q1,2,Feb,FY2015,FQ3,8,Feb,Feb-15,Feb-2015,201502,3,Tue,Weekday
04-02-2015 00:00,20150204,2015,Q1,2,Feb,FY2015,FQ3,8,Feb,Feb-15,Feb-2015,201502,4,Wed,Weekday
05-02-2015 00:00,20150205,2015,Q1,2,Feb,FY2015,FQ3,8,Feb,Feb-15,Feb-2015,201502,5,Thu,Weekday
06-02-2015 00:00,20150206,2015,Q1,2,Feb,FY2015,FQ3,8,Feb,Feb-15,Feb-2015,201502,6,Fri,Weekday
07-02-2015 00:00,20150207,2015,Q1,2,Feb,FY2015,FQ3,8,Feb,Feb-15,Feb-2015,201502,7,Sat,Weekend
08-02-2015 00:00,20150208,2015,Q1,2,Feb,FY2015,FQ3,8,Feb,Feb-15,Feb-2015,201502,1,Sun,Weekend
09-02-2015 00:00,20150209,2015,Q1,2,Feb,FY2015,FQ3,8,Feb,Feb-15,Feb-2015,201502,2,Mon,Weekday
10-02-2015 00:00,20150210,2015,Q1,2,Feb,FY2015,FQ3,8,Feb,Feb-15,Feb-2015,201502,3,Tue,Weekday
11-02-2015 00:00,20150211,2015,Q1,2,Feb,FY2015,FQ3,8,Feb,Feb-15,Feb-2015,201502,4,Wed,Weekday
12-02-2015 00:00,20150212,2015,Q1,2,Feb,FY2015,FQ3,8,Feb,Feb-15,Feb-2015,201502,5,Thu,Weekday
13-02-2015 00:00,20150213,2015,Q1,2,Feb,FY2015,FQ3,8,Feb,Feb-15,Feb-2015,201502,6,Fri,Weekday
14-02-2015 00:00,20150214,2015,Q1,2,Feb,FY2015,FQ3,8,Feb,Feb-15,Feb-2015,201502,7,Sat,Weekend
15-02-2015 00:00,20150215,2015,Q1,2,Feb,FY2015,FQ3,8,Feb,Feb-15,Feb-2015,201502,1,Sun,Weekend
16-02-2015 00:00,20150216,2015,Q1,2,Feb,FY2015,FQ3,8,Feb,Feb-15,Feb-2015,201502,2,Mon,Weekday
17-02-2015 00:00,20150217,2015,Q1,2,Feb,FY2015,FQ3,8,Feb,Feb-15,Feb-2015,201502,3,Tue,Weekday
18-02-2015 00:00,20150218,2015,Q1,2,Feb,FY2015,FQ3,8,Feb,Feb-15,Feb-2015,201502,4,Wed,Weekday
19-02-2015 00:00,20150219,2015,Q1,2,Feb,FY2015,FQ3,8,Feb,Feb-15,Feb-2015,201502,5,Thu,Weekday
20-02-2015 00:00,20150220,2015,Q1,2,Feb,FY2015,FQ3,8,Feb,Feb-15,Feb-2015,201502,6,Fri,Weekday
21-02-2015 00:00,20150221,2015,Q1,2,Feb,FY2015,FQ3,8,Feb,Feb-15,Feb-2015,201502,7,Sat,Weekend
22-02-2015 00:00,20150222,2015,Q1,2,Feb,FY2015,FQ3,8,Feb,Feb-15,Feb-2015,201502,1,Sun,Weekend
23-02-2015 00:00,20150223,2015,Q1,2,Feb,FY2015,FQ3,8,Feb,Feb-15,Feb-2015,201502,2,Mon,Weekday
24-02-2015 00:00,20150224,2015,Q1,2,Feb,FY2015,FQ3,8,Feb,Feb-15,Feb-2015,201502,3,Tue,Weekday
25-02-2015 00:00,20150225,2015,Q1,2,Feb,FY2015,FQ3,8,Feb,Feb-15,Feb-2015,201502,4,Wed,Weekday
26-02-2015 00:00,20150226,2015,Q1,2,Feb,FY2015,FQ3,8,Feb,Feb-15,Feb-2015,201502,5,Thu,Weekday
27-02-2015 00:00,20150227,2015,Q1,2,Feb,FY2015,FQ3,8,Feb,Feb-15,Feb-2015,201502,6,Fri,Weekday
28-02-2015 00:00,20150228,2015,Q1,2,Feb,FY2015,FQ3,8,Feb,Feb-15,Feb-2015,201502,7,Sat,Weekend
01-03-2015 00:00,20150301,2015,Q1,3,Mar,FY2015,FQ3,9,Mar,Mar-15,Mar-2015,201503,1,Sun,Weekend
02-03-2015 00:00,20150302,2015,Q1,3,Mar,FY2015,FQ3,9,Mar,Mar-15,Mar-2015,201503,2,Mon,Weekday
15-03-2015 00:00,20150315,2015,Q1,3,Mar,FY2015,FQ3,9,Mar,Mar-15,Mar-2015,201503,1,Sun,Weekend
16-03-2015 00:00,20150316,2015,Q1,3,Mar,FY2015,FQ3,9,Mar,Mar-15,Mar-2015,201503,2,Mon,Weekday
17-03-2015 00:00,20150317,2015,Q1,3,Mar,FY2015,FQ3,9,Mar,Mar-15,Mar-2015,201503,3,Tue,Weekday
18-03-2015 00:00,20150318,2015,Q1,3,Mar,FY2015,FQ3,9,Mar,Mar-15,Mar-2015,201503,4,Wed,Weekday
19-03-2015 00:00,20150319,2015,Q1,3,Mar,FY2015,FQ3,9,Mar,Mar-15,Mar-2015,201503,5,Thu,Weekday
20-03-2015 00:00,20150320,2015,Q1,3,Mar,FY2015,FQ3,9,Mar,Mar-15,Mar-2015,201503,6,Fri,Weekday
21-03-2015 00:00,20150321,2015,Q1,3,Mar,FY2015,FQ3,9,Mar,Mar-15,Mar-2015,201503,7,Sat,Weekend
22-03-2015 00:00,20150322,2015,Q1,3,Mar,FY2015,FQ3,9,Mar,Mar-15,Mar-2015,201503,1,Sun,Weekend
23-03-2015 00:00,20150323,2015,Q1,3,Mar,FY2015,FQ3,9,Mar,Mar-15,Mar-2015,201503,2,Mon,Weekday
24-03-2015 00:00,20150324,2015,Q1,3,Mar,FY2015,FQ3,9,Mar,Mar-15,Mar-2015,201503,3,Tue,Weekday
25-03-2015 00:00,20150325,2015,Q1,3,Mar,FY2015,FQ3,9,Mar,Mar-15,Mar-2015,201503,4,Wed,Weekday
26-03-2015 00:00,20150326,2015,Q1,3,Mar,FY2015,FQ3,9,Mar,Mar-15,Mar-2015,201503,5,Thu,Weekday
27-03-2015 00:00,20150327,2015,Q1,3,Mar,FY2015,FQ3,9,Mar,Mar-15,Mar-2015,201503,6,Fri,Weekday
28-03-2015 00:00,20150328,2015,Q1,3,Mar,FY2015,FQ3,9,Mar,Mar-15,Mar-2015,201503,7,Sat,Weekend
29-03-2015 00:00,20150329,2015,Q1,3,Mar,FY2015,FQ3,9,Mar,Mar-15,Mar-2015,201503,1,Sun,Weekend
30-03-2015 00:00,20150330,2015,Q1,3,Mar,FY2015,FQ3,9,Mar,Mar-15,Mar-2015,201503,2,Mon,Weekday
31-03-2015 00:00,20150331,2015,Q1,3,Mar,FY2015,FQ3,9,Mar,Mar-15,Mar-2015,201503,3,Tue,Weekday
01-04-2015 00:00,20150401,2015,Q2,4,Apr,FY2015,FQ4,10,Apr,Apr-15,Apr-2015,201504,4,Wed,Weekday
02-04-2015 00:00,20150402,2015,Q2,4,Apr,FY2015,FQ4,10,Apr,Apr-15,Apr-2015,201504,5,Thu,Weekday
03-04-2015 00:00,20150403,2015,Q2,4,Apr,FY2015,FQ4,10,Apr,Apr-15,Apr-2015,201504,6,Fri,Weekday
04-04-2015 00:00,20150404,2015,Q2,4,Apr,FY2015,FQ4,10,Apr,Apr-15,Apr-2015,201504,7,Sat,Weekend
05-04-2015 00:00,20150405,2015,Q2,4,Apr,FY2015,FQ4,10,Apr,Apr-15,Apr-2015,201504,1,Sun,Weekend
06-04-2015 00:00,20150406,2015,Q2,4,Apr,FY2015,FQ4,10,Apr,Apr-15,Apr-2015,201504,2,Mon,Weekday
07-04-2015 00:00,20150407,2015,Q2,4,Apr,FY2015,FQ4,10,Apr,Apr-15,Apr-2015,201504,3,Tue,Weekday
08-04-2015 00:00,20150408,2015,Q2,4,Apr,FY2015,FQ4,10,Apr,Apr-15,Apr-2015,201504,4,Wed,Weekday
09-04-2015 00:00,20150409,2015,Q2,4,Apr,FY2015,FQ4,10,Apr,Apr-15,Apr-2015,201504,5,Thu,Weekday
10-04-2015 00:00,20150410,2015,Q2,4,Apr,FY2015,FQ4,10,Apr,Apr-15,Apr-2015,201504,6,Fri,Weekday
11-04-2015 00:00,20150411,2015,Q2,4,Apr,FY2015,FQ4,10,Apr,Apr-15,Apr-2015,201504,7,Sat,Weekend
12-04-2015 00:00,20150412,2015,Q2,4,Apr,FY2015,FQ4,10,Apr,Apr-15,Apr-2015,201504,1,Sun,Weekend
13-04-2015 00:00,20150413,2015,Q2,4,Apr,FY2015,FQ4,10,Apr,Apr-15,Apr-2015,201504,2,Mon,Weekday
14-04-2015 00:00,20150414,2015,Q2,4,Apr,FY2015,FQ4,10,Apr,Apr-15,Apr-2015,201504,3,Tue,Weekday
15-04-2015 00:00,20150415,2015,Q2,4,Apr,FY2015,FQ4,10,Apr,Apr-15,Apr-2015,201504,4,Wed,Weekday
16-04-2015 00:00,20150416,2015,Q2,4,Apr,FY2015,FQ4,10,Apr,Apr-15,Apr-2015,201504,5,Thu,Weekday
17-04-2015 00:00,20150417,2015,Q2,4,Apr,FY2015,FQ4,10,Apr,Apr-15,Apr-2015,201504,6,Fri,Weekday
18-04-2015 00:00,20150418,2015,Q2,4,Apr,FY2015,FQ4,10,Apr,Apr-15,Apr-2015,201504,7,Sat,Weekend
19-04-2015 00:00,20150419,2015,Q2,4,Apr,FY2015,FQ4,10,Apr,Apr-15,Apr-2015,201504,1,Sun,Weekend
20-04-2015 00:00,20150420,2015,Q2,4,Apr,FY2015,FQ4,10,Apr,Apr-15,Apr-2015,201504,2,Mon,Weekday
21-04-2015 00:00,20150421,2015,Q2,4,Apr,FY2015,FQ4,10,Apr,Apr-15,Apr-2015,201504,3,Tue,Weekday
18-08-2014 00:00,20140818,2014,Q3,8,Aug,FY2015,FQ1,2,Aug,Aug-14,Aug-2014,201408,2,Mon,Weekday
19-08-2014 00:00,20140819,2014,Q3,8,Aug,FY2015,FQ1,2,Aug,Aug-14,Aug-2014,201408,3,Tue,Weekday
20-08-2014 00:00,20140820,2014,Q3,8,Aug,FY2015,FQ1,2,Aug,Aug-14,Aug-2014,201408,4,Wed,Weekday
21-08-2014 00:00,20140821,2014,Q3,8,Aug,FY2015,FQ1,2,Aug,Aug-14,Aug-2014,201408,5,Thu,Weekday
22-08-2014 00:00,20140822,2014,Q3,8,Aug,FY2015,FQ1,2,Aug,Aug-14,Aug-2014,201408,6,Fri,Weekday
23-08-2014 00:00,20140823,2014,Q3,8,Aug,FY2015,FQ1,2,Aug,Aug-14,Aug-2014,201408,7,Sat,Weekend
24-08-2014 00:00,20140824,2014,Q3,8,Aug,FY2015,FQ1,2,Aug,Aug-14,Aug-2014,201408,1,Sun,Weekend
25-08-2014 00:00,20140825,2014,Q3,8,Aug,FY2015,FQ1,2,Aug,Aug-14,Aug-2014,201408,2,Mon,Weekday
26-08-2014 00:00,20140826,2014,Q3,8,Aug,FY2015,FQ1,2,Aug,Aug-14,Aug-2014,201408,3,Tue,Weekday
27-08-2014 00:00,20140827,2014,Q3,8,Aug,FY2015,FQ1,2,Aug,Aug-14,Aug-2014,201408,4,Wed,Weekday
28-08-2014 00:00,20140828,2014,Q3,8,Aug,FY2015,FQ1,2,Aug,Aug-14,Aug-2014,201408,5,Thu,Weekday
29-08-2014 00:00,20140829,2014,Q3,8,Aug,FY2015,FQ1,2,Aug,Aug-14,Aug-2014,201408,6,Fri,Weekday
30-08-2014 00:00,20140830,2014,Q3,8,Aug,FY2015,FQ1,2,Aug,Aug-14,Aug-2014,201408,7,Sat,Weekend
31-08-2014 00:00,20140831,2014,Q3,8,Aug,FY2015,FQ1,2,Aug,Aug-14,Aug-2014,201408,1,Sun,Weekend
06-10-2014 00:00,20141006,2014,Q4,10,Oct,FY2015,FQ2,4,Oct,Oct-14,Oct-2014,201410,2,Mon,Weekday
07-10-2014 00:00,20141007,2014,Q4,10,Oct,FY2015,FQ2,4,Oct,Oct-14,Oct-2014,201410,3,Tue,Weekday
08-10-2014 00:00,20141008,2014,Q4,10,Oct,FY2015,FQ2,4,Oct,Oct-14,Oct-2014,201410,4,Wed,Weekday
09-10-2014 00:00,20141009,2014,Q4,10,Oct,FY2015,FQ2,4,Oct,Oct-14,Oct-2014,201410,5,Thu,Weekday
10-10-2014 00:00,20141010,2014,Q4,10,Oct,FY2015,FQ2,4,Oct,Oct-14,Oct-2014,201410,6,Fri,Weekday
11-10-2014 00:00,20141011,2014,Q4,10,Oct,FY2015,FQ2,4,Oct,Oct-14,Oct-2014,201410,7,Sat,Weekend
12-10-2014 00:00,20141012,2014,Q4,10,Oct,FY2015,FQ2,4,Oct,Oct-14,Oct-2014,201410,1,Sun,Weekend
13-10-2014 00:00,20141013,2014,Q4,10,Oct,FY2015,FQ2,4,Oct,Oct-14,Oct-2014,201410,2,Mon,Weekday
14-10-2014 00:00,20141014,2014,Q4,10,Oct,FY2015,FQ2,4,Oct,Oct-14,Oct-2014,201410,3,Tue,Weekday
15-10-2014 00:00,20141015,2014,Q4,10,Oct,FY2015,FQ2,4,Oct,Oct-14,Oct-2014,201410,4,Wed,Weekday
16-10-2014 00:00,20141016,2014,Q4,10,Oct,FY2015,FQ2,4,Oct,Oct-14,Oct-2014,201410,5,Thu,Weekday
17-10-2014 00:00,20141017,2014,Q4,10,Oct,FY2015,FQ2,4,Oct,Oct-14,Oct-2014,201410,6,Fri,Weekday
18-10-2014 00:00,20141018,2014,Q4,10,Oct,FY2015,FQ2,4,Oct,Oct-14,Oct-2014,201410,7,Sat,Weekend
19-10-2014 00:00,20141019,2014,Q4,10,Oct,FY2015,FQ2,4,Oct,Oct-14,Oct-2014,201410,1,Sun,Weekend
20-10-2014 00:00,20141020,2014,Q4,10,Oct,FY2015,FQ2,4,Oct,Oct-14,Oct-2014,201410,2,Mon,Weekday
21-10-2014 00:00,20141021,2014,Q4,10,Oct,FY2015,FQ2,4,Oct,Oct-14,Oct-2014,201410,3,Tue,Weekday
22-10-2014 00:00,20141022,2014,Q4,10,Oct,FY2015,FQ2,4,Oct,Oct-14,Oct-2014,201410,4,Wed,Weekday
23-10-2014 00:00,20141023,2014,Q4,10,Oct,FY2015,FQ2,4,Oct,Oct-14,Oct-2014,201410,5,Thu,Weekday
24-10-2014 00:00,20141024,2014,Q4,10,Oct,FY2015,FQ2,4,Oct,Oct-14,Oct-2014,201410,6,Fri,Weekday
25-10-2014 00:00,20141025,2014,Q4,10,Oct,FY2015,FQ2,4,Oct,Oct-14,Oct-2014,201410,7,Sat,Weekend
26-10-2014 00:00,20141026,2014,Q4,10,Oct,FY2015,FQ2,4,Oct,Oct-14,Oct-2014,201410,1,Sun,Weekend
27-10-2014 00:00,20141027,2014,Q4,10,Oct,FY2015,FQ2,4,Oct,Oct-14,Oct-2014,201410,2,Mon,Weekday
28-10-2014 00:00,20141028,2014,Q4,10,Oct,FY2015,FQ2,4,Oct,Oct-14,Oct-2014,201410,3,Tue,Weekday
29-10-2014 00:00,20141029,2014,Q4,10,Oct,FY2015,FQ2,4,Oct,Oct-14,Oct-2014,201410,4,Wed,Weekday
30-10-2014 00:00,20141030,2014,Q4,10,Oct,FY2015,FQ2,4,Oct,Oct-14,Oct-2014,201410,5,Thu,Weekday
